coreid,identifier,title,format,recordID,initialTimestamp
2305350,NULL,,,,"2026-04-21 14:11:54"
2305696,NULL,,,,"2026-04-21 14:11:54"
2305818,NULL,,,,"2026-04-21 14:11:54"
2306113,NULL,,,,"2026-04-21 14:11:54"
2306206,NULL,,,,"2026-04-21 14:11:54"
2306561,NULL,,,,"2026-04-21 14:11:54"
2307701,NULL,,,,"2026-04-21 14:11:54"
2307834,NULL,,,,"2026-04-21 14:11:54"
2307872,NULL,,,,"2026-04-21 14:11:54"
2308632,NULL,,,,"2026-04-21 14:11:54"
2308706,NULL,,,,"2026-04-21 14:11:54"
2308982,NULL,,,,"2026-04-21 14:11:54"
2311240,NULL,,,,"2026-04-21 14:11:54"
2311752,NULL,,,,"2026-04-21 14:11:54"
2311871,NULL,,,,"2026-04-21 14:11:54"
2312965,NULL,,,,"2026-04-21 14:11:54"
2313481,NULL,,,,"2026-04-21 14:11:54"
2313759,NULL,,,,"2026-04-21 14:11:54"
2316097,NULL,,,,"2026-04-21 14:11:54"
2336367,NULL,,,,"2026-04-21 14:11:54"
2433639,NULL,,,,"2026-04-21 14:11:54"
2460979,NULL,,,,"2026-04-21 14:11:55"
2467932,NULL,,,,"2026-04-21 14:11:55"
2470039,NULL,,,,"2026-04-21 14:11:55"
2479324,NULL,,,,"2026-04-21 14:11:55"
2480994,NULL,,,,"2026-04-21 14:11:55"
2482504,NULL,,,,"2026-04-21 14:11:55"
2482601,NULL,,,,"2026-04-21 14:11:55"
2482612,NULL,,,,"2026-04-21 14:11:55"
2482634,NULL,,,,"2026-04-21 14:11:55"
2484704,NULL,,,,"2026-04-21 14:11:55"
2489774,NULL,,,,"2026-04-21 14:11:55"
2493985,NULL,,,,"2026-04-21 14:11:55"
2503181,NULL,,,,"2026-04-21 14:11:55"
2505499,NULL,,,,"2026-04-21 14:11:55"
2507198,NULL,,,,"2026-04-21 14:11:55"
2507209,NULL,,,,"2026-04-21 14:11:55"
2507548,NULL,,,,"2026-04-21 14:11:55"
2510059,NULL,,,,"2026-04-21 14:11:55"
2511551,NULL,,,,"2026-04-21 14:11:55"
2525479,NULL,,,,"2026-04-21 14:11:56"
2528039,NULL,,,,"2026-04-21 14:11:56"
2528818,NULL,,,,"2026-04-21 14:11:56"
